card_id,card_name,card_yomi,culture,cost,card_type,power,power_disp,power_attacker,mana,rare,race,race_text,body_text,flavor_text,illustrator,voice_actor,series_title,create_disp,break_disp,super_dimensional_spell_text,super_dimensional_spell_related_cards,psychic_creature_related_cards,twinpact_related_cards,related_cards,final_forbidden_field_css,name,civilization,keyword,nd_legal,text,tags,source,source_url
211620,時空の精圧ドラヴィタ,じくうのせいあつドラヴィタ,光,7,サイキック・クリーチャー,,5500,,,PS,エンジェル・コマンド,エンジェル・コマンド,"■相手が呪文を唱えた時、相手のクリーチャー1体をタップしてもよい。
■バトルに勝った時、アンタップする。
■覚醒：自分のターン開始時、自分のフレイム・コマンド、光または火のドラゴンが2体以上あれば、このクリーチャーを《龍圧の覚醒者ヴァーミリオン・ドラヴィタ》のほうに裏返す。",悪しき覚醒の力に対抗するべく、精霊の制圧力が発揮される！,MITSUAKI MATSUMOTO,熊谷海麗,爆竜覚醒録,-,0,,,"211620,220220",,,,時空の精圧ドラヴィタ,光,覚醒,0,"■相手が呪文を唱えた時、相手のクリーチャー1体をタップしてもよい。
■バトルに勝った時、アンタップする。
■覚醒：自分のターン開始時、自分のフレイム・コマンド、光または火のドラゴンが2体以上あれば、このクリーチャーを《龍圧の覚醒者ヴァーミリオン・ドラヴィタ》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
215620,時空の封殺ディアス Z,じくうのふうさつディアス ゼータ,闇,8,サイキック・クリーチャー,,7000,,,PS,デーモン・コマンド/ドラゴン・ゾンビ,デーモン・コマンド/ドラゴン・ゾンビ,"■殲滅返霊4
　【HR】相手は自身のクリーチャー1体または手札1枚を山札の一番下に置く。
■W・ブレイカー
■覚醒：自分のターン終了時、そのターン、相手のクリーチャーが3体以上バトルゾーンを離れていたなら、このクリーチャーを《殲滅の覚醒者ディアボロス Z》のほうに裏返す。",天上天下、封殺せん！――ダピコ,Moopic/アートアンフ,河野ひより,爆竜覚醒録,-,0,,,"215620,215520",,,,時空の封殺ディアス Z,闇,"殲滅返霊,W・ブレイカー,覚醒",0,"■殲滅返霊4
　【HR】相手は自身のクリーチャー1体または手札1枚を山札の一番下に置く。
■W・ブレイカー
■覚醒：自分のターン終了時、そのターン、相手のクリーチャーが3体以上バトルゾーンを離れていたなら、このクリーチャーを《殲滅の覚醒者ディアボロス Z》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
211600,時空の精圧ドラヴィタ,じくうのせいあつドラヴィタ,光,7,サイキック・クリーチャー,,5500,,,PS,エンジェル・コマンド,エンジェル・コマンド,"■相手が呪文を唱えた時、相手のクリーチャー1体をタップしてもよい。
■バトルに勝った時、アンタップする。
■覚醒：自分のターン開始時、自分のフレイム・コマンド、光または火のドラゴンが2体以上あれば、このクリーチャーを《龍圧の覚醒者ヴァーミリオン・ドラヴィタ》のほうに裏返す。",古の脅威も乗り越えたこの世界、私が守る！――時空の精圧ドラヴィタ,TUBAKI HALSAME,熊谷海麗,爆竜覚醒録,-,0,,,"211600,220200",,,,時空の精圧ドラヴィタ,光,覚醒,0,"■相手が呪文を唱えた時、相手のクリーチャー1体をタップしてもよい。
■バトルに勝った時、アンタップする。
■覚醒：自分のターン開始時、自分のフレイム・コマンド、光または火のドラゴンが2体以上あれば、このクリーチャーを《龍圧の覚醒者ヴァーミリオン・ドラヴィタ》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
211700,時空の英雄アンタッチャブル,じくうのえいゆうアンタッチャブル,光,2,サイキック・クリーチャー,,1000,,,PS,グレートメカオー,グレートメカオー,"■相手はこのクリーチャーを選べない。
■覚醒：各ターンの開始時、その前のターンに自分の他のサイキック・クリーチャーが覚醒していたなら、このクリーチャーを《変幻の覚醒者アンタッチャブル・パワード》のほうに裏返す。",超次元の力が、変幻せし英雄を呼び出す！,AMON,渡辺紘,爆竜覚醒録,-,0,,,"211700,213600",,,,時空の英雄アンタッチャブル,光,覚醒,1,"■相手はこのクリーチャーを選べない。
■覚醒：各ターンの開始時、その前のターンに自分の他のサイキック・クリーチャーが覚醒していたなら、このクリーチャーを《変幻の覚醒者アンタッチャブル・パワード》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
213500,時空の戦猫シンカイヤヌス,じくうのせんびょうシンカイヤヌス,水,4,サイキック・クリーチャー,,4000,,,PS,ブルー・モンスター,ブルー・モンスター,"■このクリーチャーに覚醒した時、カードを1枚引く。
■ループ覚醒：自分のターン中、自分の火のクリーチャーがバトルゾーンに出た時、このクリーチャーを《時空の戦猫ヤヌスグレンオー》のほうに裏返す。",その俊敏さ、流水の如し。,MATSUMOTO EIGHT,-,爆竜覚醒録,-,0,,,"213500,217500",,,,時空の戦猫シンカイヤヌス,水,ループ覚醒,1,"■このクリーチャーに覚醒した時、カードを1枚引く。
■ループ覚醒：自分のターン中、自分の火のクリーチャーがバトルゾーンに出た時、このクリーチャーを《時空の戦猫ヤヌスグレンオー》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
213700,時空の踊り子マティーニ,じくうのおどりこマティーニ,水,3,サイキック・クリーチャー,,1000,,,PS,スプラッシュ・クイーン,スプラッシュ・クイーン,"◇ブロッカー
■攻撃できない。
■覚醒：自分の「ブロッカー」を持つコスト4以上のクリーチャーがバトルゾーンに出た時、このクリーチャーを《舞姫の覚醒者ユリア・マティーナ》のほうに裏返す。",超次元の力が、踊り子を煌びやかな舞姫へと変化させる。,Hisanobu Kometani,城内由茄子,爆竜覚醒録,-,0,,,"213700,211800",,,,時空の踊り子マティーニ,水,"ブロッカー,覚醒",1,"◇ブロッカー
■攻撃できない。
■覚醒：自分の「ブロッカー」を持つコスト4以上のクリーチャーがバトルゾーンに出た時、このクリーチャーを《舞姫の覚醒者ユリア・マティーナ》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
215600,時空の封殺ディアス Z,じくうのふうさつディアス ゼータ,闇,8,サイキック・クリーチャー,,7000,,,PS,デーモン・コマンド/ドラゴン・ゾンビ,デーモン・コマンド/ドラゴン・ゾンビ,"■殲滅返霊4
　【HR】相手は自身のクリーチャー1体または手札1枚を山札の一番下に置く。
■W・ブレイカー
■覚醒：自分のターン終了時、そのターン、相手のクリーチャーが3体以上バトルゾーンを離れていたなら、このクリーチャーを《殲滅の覚醒者ディアボロス Z》のほうに裏返す。",この世界は我らZが支配する！――時空の封殺ディアスZ,Yuichi Maekawa,宮本誉之,爆竜覚醒録,-,0,,,"215600,215500",,,,時空の封殺ディアス Z,闇,"殲滅返霊,W・ブレイカー,覚醒",0,"■殲滅返霊4
　【HR】相手は自身のクリーチャー1体または手札1枚を山札の一番下に置く。
■W・ブレイカー
■覚醒：自分のターン終了時、そのターン、相手のクリーチャーが3体以上バトルゾーンを離れていたなら、このクリーチャーを《殲滅の覚醒者ディアボロス Z》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
217400,時空の神風ストーム・カイザー XX,じくうのかみかぜストーム・カイザー ダブルクロス,火,10,サイキック・クリーチャー,,12000,,,PS,アーマード・ドラゴン/フレイム・コマンド,アーマード・ドラゴン/フレイム・コマンド,"■T・ブレイカー
■覚醒：自分のターン開始時、自分の山札の上から1枚目を墓地に置く。それがドラゴンであれば、このクリーチャーを《奇跡の覚醒者ファイナル・ストーム XX NEX》のほうに裏返す。",炎のキズナを以て、悪を討つ！GENJI・XXよ！ついてこれるか！？――時空の神風ストーム・カイザー XX,Daisuke Izuka,梶川翔平,爆竜覚醒録,-,0,,,"217400,217300",,,,時空の神風ストーム・カイザー XX,火,"T・ブレイカー,覚醒",0,"■T・ブレイカー
■覚醒：自分のターン開始時、自分の山札の上から1枚目を墓地に置く。それがドラゴンであれば、このクリーチャーを《奇跡の覚醒者ファイナル・ストーム XX NEX》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
217600,時空の喧嘩屋キル,じくうのけんかやキル,火,2,サイキック・クリーチャー,,1000,,,PS,ヒューマノイド,ヒューマノイド,"■相手のターン中、相手の呪文または相手のクリーチャーの能力によって、自分のサイキック・クリーチャーが手札に戻される時、かわりにバトルゾーンにとどまる。
■覚醒：自分のターン開始時、自分のパワー6000以上のクリーチャーがあれば、このクリーチャーを《巨人の覚醒者セツダン》のほうに裏返す。",超次元の力が、喧嘩屋に眠る巨人の力を呼び覚ます。,hippo,木部ショータ,爆竜覚醒録,-,0,,,"217600,219500",,,,時空の喧嘩屋キル,火,覚醒,1,"■相手のターン中、相手の呪文または相手のクリーチャーの能力によって、自分のサイキック・クリーチャーが手札に戻される時、かわりにバトルゾーンにとどまる。
■覚醒：自分のターン開始時、自分のパワー6000以上のクリーチャーがあれば、このクリーチャーを《巨人の覚醒者セツダン》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
219400,時空の鬼若コーシロウ,じくうのおにわかコーシロウ,自然,6,サイキック・クリーチャー,,4000,,,PS,ビーストフォーク,ビーストフォーク,■覚醒：自分のターン開始時、自分のマナゾーンにカードが8枚以上あれば、このクリーチャーを《戦鬼の覚醒者ダンジューロウ》のほうに裏返す。,十八番の演者は我と決まっている！――時空の鬼若コーシロウ,hippo,槙野旦,爆竜覚醒録,-,0,,,"219400,219300",,,,時空の鬼若コーシロウ,自然,覚醒,0,■覚醒：自分のターン開始時、自分のマナゾーンにカードが8枚以上あれば、このクリーチャーを《戦鬼の覚醒者ダンジューロウ》のほうに裏返す。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
219600,時空の探検家ジョン,じくうのたんけんかジョン,自然,3,サイキック・クリーチャー,,2000,,,PS,ドリームメイト,ドリームメイト,"■相手のコスト3以下の進化クリーチャーは、バトルゾーンに出たターン、攻撃できない。
■覚醒：自分のターン終了時、そのターン、自分の他のクリーチャーが2体以上バトルゾーンに出ていたなら、このクリーチャーを《冒険の覚醒者ジョンジョ・ジョン》のほうに裏返す。",超次元の力が、夢見る探検家を冒険へと駆り立てる！,Hokuyu,柚木尚子,爆竜覚醒録,-,0,,,"219600,217700",,,,時空の探検家ジョン,自然,覚醒,1,"■相手のコスト3以下の進化クリーチャーは、バトルゾーンに出たターン、攻撃できない。
■覚醒：自分のターン終了時、そのターン、自分の他のクリーチャーが2体以上バトルゾーンに出ていたなら、このクリーチャーを《冒険の覚醒者ジョンジョ・ジョン》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
220400,時空の霊魔シュヴァル,じくうのれいまシュヴァル,光闇,5,サイキック・クリーチャー,,4500,,,PS,エンジェル・コマンド/デーモン・コマンド,エンジェル・コマンド/デーモン・コマンド,■覚醒：各ターンの開始時、自分のコスト6以上のエンジェル・コマンドまたはデーモン・コマンドが2体以上あれば、このクリーチャーを《霊魔の覚醒者シューヴェルト》のほうに裏返す。,ディアボロスZは光の力を取り込み、闇と光、双方の力を持った霊魔を生み出した。,YOICHI ITO,柚木尚子、坂本悠里,爆竜覚醒録,-,0,,,"220400,220300",,,,時空の霊魔シュヴァル,光闇,覚醒,1,■覚醒：各ターンの開始時、自分のコスト6以上のエンジェル・コマンドまたはデーモン・コマンドが2体以上あれば、このクリーチャーを《霊魔の覚醒者シューヴェルト》のほうに裏返す。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
190120,時空の雷龍チャクラ,じくうのらいりゅうチャクラ,光,7,サイキック・クリーチャー,,5500,,,PS,アポロニア・ドラゴン,アポロニア・ドラゴン,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■ホーリー・フィールド
　【HF】覚醒：自分のターン開始時、このクリーチャーを《雷電の覚醒者グレート・チャクラ》のほうに裏返す。",光の高度な科学力が、未知なる力を解析し、煌く。,Mikio Masuda,夏谷美希,超次元開放,-,0,,,"190120,190020",,,,時空の雷龍チャクラ,光,"ブロッカー,ホーリー・フィールド,覚醒",1,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■ホーリー・フィールド
　【HF】覚醒：自分のターン開始時、このクリーチャーを《雷電の覚醒者グレート・チャクラ》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
194320,時空の賢者ランブル,じくうのけんじゃランブル,闇,7,サイキック・クリーチャー,,5000,,,PS,デーモン・コマンド,デーモン・コマンド,"■覚醒：自分のターン開始時、自分の山札の下から3枚を見て、その中から1枚を選ぶ。それが山札の一番下のカードと同じ名前のカードであれば、山札をシャッフルし、このクリーチャーを《恐気の覚醒者ランブル・レクター》のほうに裏返す。
■スレイヤー",闇の怪しき探求心が、まだ見ぬ世界の力を引き出し、蠢く。,Nottsuo,秋山絵理,超次元開放,-,0,,,"194320,194220",,,,時空の賢者ランブル,闇,"覚醒,スレイヤー",1,"■覚醒：自分のターン開始時、自分の山札の下から3枚を見て、その中から1枚を選ぶ。それが山札の一番下のカードと同じ名前のカードであれば、山札をシャッフルし、このクリーチャーを《恐気の覚醒者ランブル・レクター》のほうに裏返す。
■スレイヤー",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
196420,時空の火焔ボルシャック・ドラゴン,じくうのかえんボルシャック・ドラゴン,火,7,サイキック・クリーチャー,,6000,+,,PS,アーマード・ドラゴン,アーマード・ドラゴン,"■攻撃中、自分の墓地にある火のカード1枚につきパワーを+1000する。
■W・ブレイカー
■覚醒：バトルに勝った時、このクリーチャーを《勝利の覚醒者ボルシャック・メビウス》のほうに裏返す。",強き意志で勝利をつかみ、新たな力を呼び起こせ！,Yuukoo009,高橋伸也,超次元開放,-,0,,,"196420,196320",,,,時空の火焔ボルシャック・ドラゴン,火,"W・ブレイカー,覚醒",1,"■攻撃中、自分の墓地にある火のカード1枚につきパワーを+1000する。
■W・ブレイカー
■覚醒：バトルに勝った時、このクリーチャーを《勝利の覚醒者ボルシャック・メビウス》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
190100,時空の雷龍チャクラ,じくうのらいりゅうチャクラ,光,7,サイキック・クリーチャー,,5500,,,PS,アポロニア・ドラゴン,アポロニア・ドラゴン,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■ホーリー・フィールド
　【HF】覚醒：自分のターン開始時、このクリーチャーを《雷電の覚醒者グレート・チャクラ》のほうに裏返す。",聖域からの雷が裁きを下す。,Sansyu,夏谷美希,超次元開放,-,0,,,"190100,190000",,,,時空の雷龍チャクラ,光,"ブロッカー,ホーリー・フィールド,覚醒",1,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■ホーリー・フィールド
　【HF】覚醒：自分のターン開始時、このクリーチャーを《雷電の覚醒者グレート・チャクラ》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
191500,時空の勇躍ディアナ,じくうのゆうやくディアナ,光,5,サイキック・クリーチャー,,5000,,,PS,アーク・セラフィム,アーク・セラフィム,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、相手のクリーチャー1体をタップする。その攻撃の後、このクリーチャーを《閃光の覚醒者エル・ディアナ》のほうに裏返す。,光軍は闇軍の覚醒をあっと言う間に分析し、己の物とした。,hokuyu,石黒史剛,超次元開放,-,0,,,"191500,191400",,,,時空の勇躍ディアナ,光,覚醒,0,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、相手のクリーチャー1体をタップする。その攻撃の後、このクリーチャーを《閃光の覚醒者エル・ディアナ》のほうに裏返す。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
192200,時空の尖塔ルナ・アレグル,じくうのせんとうルナ・アレグル,水,7,サイキック・クリーチャー,,5000,,,PS,サイバー・ムーン,サイバー・ムーン,"■自分のターン終了時、カードを1枚引き、その後、手札を1枚捨てる。
■覚醒：自分のターン開始時、自分の墓地に呪文が6枚以上あれば、自分の墓地からすべての呪文を山札に戻してシャッフルする。その後、このクリーチャーを《要塞の覚醒者ルナ・アレグリア》のほうに裏返す。",電脳の月が、ふたたび地上に現れる。,Daisuke Izuka,-,超次元開放,-,0,,,"192200,192100",,,,時空の尖塔ルナ・アレグル,水,覚醒,1,"■自分のターン終了時、カードを1枚引き、その後、手札を1枚捨てる。
■覚醒：自分のターン開始時、自分の墓地に呪文が6枚以上あれば、自分の墓地からすべての呪文を山札に戻してシャッフルする。その後、このクリーチャーを《要塞の覚醒者ルナ・アレグリア》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
193600,時空の剣士アクア・カトラス,じくうのけんしアクア・カトラス,水,5,サイキック・クリーチャー,,5000,,,PS,リキッド・ピープル,リキッド・ピープル,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、カードを1枚引く。その攻撃の後、このクリーチャーを《青藍の覚醒者アクア・エクスカリバー》のほうに裏返す。,ついに覚醒への悟りを得た！,Okera,京花優希,超次元開放,-,0,,,"193600,193500",,,,時空の剣士アクア・カトラス,水,覚醒,0,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、カードを1枚引く。その攻撃の後、このクリーチャーを《青藍の覚醒者アクア・エクスカリバー》のほうに裏返す。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
194300,時空の賢者ランブル,じくうのけんじゃランブル,闇,7,サイキック・クリーチャー,,5000,,,PS,デーモン・コマンド,デーモン・コマンド,"■覚醒：自分のターン開始時、自分の山札の下から3枚を見て、その中から1枚を選ぶ。それが山札の一番下のカードと同じ名前のカードであれば、山札をシャッフルし、このクリーチャーを《恐気の覚醒者ランブル・レクター》のほうに裏返す。
■スレイヤー",異空間より降臨した神との闘いを経て、彼らはその未知なる力を知り、覚醒する術を得た。,ittoku,秋山絵理,超次元開放,-,0,,,"194300,194200",,,,時空の賢者ランブル,闇,"覚醒,スレイヤー",1,"■覚醒：自分のターン開始時、自分の山札の下から3枚を見て、その中から1枚を選ぶ。それが山札の一番下のカードと同じ名前のカードであれば、山札をシャッフルし、このクリーチャーを《恐気の覚醒者ランブル・レクター》のほうに裏返す。
■スレイヤー",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
195700,時空の銃姫エイプリル,じくうのじゅうきエイプリル,闇,5,サイキック・クリーチャー,,5000,,,PS,ダークロード,ダークロード,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、相手は自身の手札を1枚捨てる。その攻撃の後、このクリーチャーを《鎮魂の覚醒者デス・エイプリル》のほうに裏返す。,「サイコー！！」とエイプリルは叫んだ！戦いという快感が彼女を戦場にいざなう！,TUBAKI HALSAME,柚木尚子,超次元開放,-,0,,,"195700,195600",,,,時空の銃姫エイプリル,闇,覚醒,0,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、相手は自身の手札を1枚捨てる。その攻撃の後、このクリーチャーを《鎮魂の覚醒者デス・エイプリル》のほうに裏返す。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
196400,時空の火焔ボルシャック・ドラゴン,じくうのかえんボルシャック・ドラゴン,火,7,サイキック・クリーチャー,,6000,+,,PS,アーマード・ドラゴン,アーマード・ドラゴン,"■攻撃中、自分の墓地にある火のカード1枚につきパワーを+1000する。
■W・ブレイカー
■覚醒：バトルに勝った時、このクリーチャーを《勝利の覚醒者ボルシャック・メビウス》のほうに裏返す。",覚醒の力を得るべく、オリジナル・ハートの爆心地にある超次元の穴へ、勇気ある者たちが飛び込んでいった！,NINNIN,高橋伸也,超次元開放,-,0,,,"196400,196300",,,,時空の火焔ボルシャック・ドラゴン,火,"W・ブレイカー,覚醒",1,"■攻撃中、自分の墓地にある火のカード1枚につきパワーを+1000する。
■W・ブレイカー
■覚醒：バトルに勝った時、このクリーチャーを《勝利の覚醒者ボルシャック・メビウス》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
197800,時空の魔陣オーフレイム,じくうのまじんオーフレイム,火,5,サイキック・クリーチャー,,5000,,,PS,フレイム・コマンド,フレイム・コマンド,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、そのターン、自分の他のコスト5以下のサイキック・クリーチャーはすべて、「パワーアタッカー+2000」を得、シールドをさらに1つブレイクする。その攻撃の後、このクリーチャーを《破壊陣の覚醒者オーフレイヤー》のほうに裏返す。,逆巻く炎が新たな力を芽吹かせる！,hippo,小島史裕,超次元開放,-,0,,,"197800,197700",,,,時空の魔陣オーフレイム,火,覚醒,0,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、そのターン、自分の他のコスト5以下のサイキック・クリーチャーはすべて、「パワーアタッカー+2000」を得、シールドをさらに1つブレイクする。その攻撃の後、このクリーチャーを《破壊陣の覚醒者オーフレイヤー》のほうに裏返す。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
198500,時空の豪腕ジャパン,じくうのごうわんジャパン,自然,7,サイキック・クリーチャー,,8000,,,PS,ジャイアント,ジャイアント,"■覚醒：自分のターン開始時、自分の他のクリーチャーが3体以上あれば、このクリーチャーを《乱打の覚醒者ジャパニカ》のほうに裏返す。
■W・ブレイカー",闇文明の許し難い行為に対し、自然文明は怒りを大きな力に変える必要があった！,MURAYAMA RYOTA,岡井カツノリ,超次元開放,-,0,,,"198500,198400",,,,時空の豪腕ジャパン,自然,"W・ブレイカー,覚醒",1,"■覚醒：自分のターン開始時、自分の他のクリーチャーが3体以上あれば、このクリーチャーを《乱打の覚醒者ジャパニカ》のほうに裏返す。
■W・ブレイカー",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
199900,時空の花カイマン,じくうのはなカイマン,自然,5,サイキック・クリーチャー,,5000,,,PS,ビーストフォーク,ビーストフォーク,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、自分の山札の上から1枚目をマナゾーンに置く。その攻撃の後、このクリーチャーを《華獣の覚醒者アリゲーター》のほうに裏返す。,俺を呼ぶのは誰だ！身体が今にも破裂しそうだ。――時空の花カイマン,hideki ishikawa,宮本誉之,超次元開放,-,0,,,"199900,199800",,,,時空の花カイマン,自然,覚醒,0,■覚醒：相手プレイヤーを攻撃してブロックされなかった時、自分の山札の上から1枚目をマナゾーンに置く。その攻撃の後、このクリーチャーを《華獣の覚醒者アリゲーター》のほうに裏返す。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
636300,オプティマスプライムトレーラー,オプティマスプライムトレーラー,水火,7,サイキック・クリーチャー,,5000,,,PS,フレイム・コマンド/グレートメカオー/ハンター,フレイム・コマンド/グレートメカオー/ハンター,"◇ブロッカー
■攻撃できない。
■覚醒：自分のターン開始時、自分の手札から進化でないグレートメカオー1枚をバトルゾーンに出してもよい。そうした場合、このクリーチャーを《サイバトロン司令官 オプティマスプライム》のほうに裏返す。
（このカードは《時空の司令 コンボイ・トレーラー》として扱う）",トランス、フォーム！,otumami,玄田哲章,プライズ,-,-,,,"636300,636400",,,,オプティマスプライムトレーラー,水火,"ブロッカー,覚醒",0,"◇ブロッカー
■攻撃できない。
■覚醒：自分のターン開始時、自分の手札から進化でないグレートメカオー1枚をバトルゾーンに出してもよい。そうした場合、このクリーチャーを《サイバトロン司令官 オプティマスプライム》のほうに裏返す。
（このカードは《時空の司令 コンボイ・トレーラー》として扱う）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
499500,勝利のガイアール・カイザー,しょうりのガイアール・カイザー,闇火自然,7,サイキック・クリーチャー,,5000,,,PS,レッド・コマンド・ドラゴン/ハンター,レッド・コマンド・ドラゴン/ハンター,"■スピードアタッカー
■バトルゾーンに出た時、そのターン、アンタップしているクリーチャーを攻撃できる。
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",「ガイアール！我らの戦いはまだまだ続くのじゃ！」「お任せください！」――勝利のプリンプリン&勝利のガイアール・カイザー,shosuke,渡辺紘,プライズ,-,-,下記に表示している対象カードを「燃えよ覇闘のドラゴン魂」から入手することで獲得します,499200,"499500,499600",,,,勝利のガイアール・カイザー,闇火自然,スピードアタッカー,1,"■スピードアタッカー
■バトルゾーンに出た時、そのターン、アンタップしているクリーチャーを攻撃できる。
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
499400,勝利のリュウセイ・カイザー,しょうりのリュウセイ・カイザー,水闇火,7,サイキック・クリーチャー,,6000,,,PS,レッド・コマンド・ドラゴン/ハンター,レッド・コマンド・ドラゴン/ハンター,"■相手が自身のカードをマナゾーンに置く時、使用可能マナは増えない。
■W・ブレイカー
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",「リュウセイ！新たな世界が我らを待っているのじゃ！」「共に行きましょう、フォーエバー！」――勝利のプリンプリン&勝利のリュウセイ・カイザー,moi,武内駿輔,プライズ,-,-,下記に表示している対象カードを「燃えよ覇闘のドラゴン魂」から入手することで獲得します,499200,"499400,499600",,,,勝利のリュウセイ・カイザー,水闇火,W・ブレイカー,1,"■相手が自身のカードをマナゾーンに置く時、使用可能マナは増えない。
■W・ブレイカー
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
499300,勝利のプリンプリン,しょうりのプリンプリン,光水自然,5,サイキック・クリーチャー,,4000,,,PS,ハンター/エイリアン,ハンター/エイリアン,"■バトルゾーンに出た時、相手のクリーチャーを1体選ぶ。次の自分のターン開始時まで、そのクリーチャーは攻撃もブロックもできない。
■V覚醒リンク：自分の《勝利のガイアール・カイザー》と《勝利のリュウセイ・カイザー》がある時、そのクリーチャーとこのクリーチャーをすべて裏返し《唯我独尊ガイアール・オレドラゴン》にリンクさせる。",どんな世界でも、どんな戦いでも、わらわのやることは変わらんのじゃ！――勝利のプリンプリン,KOUSAKU,ユリン千晶,プライズ,-,-,下記に表示している対象カードを「燃えよ覇闘のドラゴン魂」から入手することで獲得します,499200,"499300,499600",,,,勝利のプリンプリン,光水自然,V覚醒リンク,1,"■バトルゾーンに出た時、相手のクリーチャーを1体選ぶ。次の自分のターン開始時まで、そのクリーチャーは攻撃もブロックもできない。
■V覚醒リンク：自分の《勝利のガイアール・カイザー》と《勝利のリュウセイ・カイザー》がある時、そのクリーチャーとこのクリーチャーをすべて裏返し《唯我独尊ガイアール・オレドラゴン》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
265100,時空の英雄アンタッチャブル,じくうのえいゆうアンタッチャブル,光,2,サイキック・クリーチャー,,1000,,1,PS,グレートメカオー,グレートメカオー,"■相手はこのクリーチャーを選べない。
■覚醒：各ターンの開始時、その前のターンに自分の他のサイキック・クリーチャーが覚醒していたなら、このクリーチャーを《変幻の覚醒者アンタッチャブル・パワード》のほうに裏返す。",リゼ・ヘルエスタ、いきます！――リゼ・ヘルエスタ,Naoya Hashimoto,リゼ・ヘルエスタ,プライズ,-,-,,,"265100,265200",,,,時空の英雄アンタッチャブル,光,覚醒,1,"■相手はこのクリーチャーを選べない。
■覚醒：各ターンの開始時、その前のターンに自分の他のサイキック・クリーチャーが覚醒していたなら、このクリーチャーを《変幻の覚醒者アンタッチャブル・パワード》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
