card_id,name,trigger,timing,source_zone,target_zone,target_scope,condition_signals,cost_signals,output_signals,restriction_breaks,repeatability,uncertainty,vulnerability,win_contribution,matchup_roles,earliest_turn,state_delta_json,created_at,updated_at
295000,腐敗勇騎ガレック,出た時,mid,hand;battle_zone,graveyard;battle_zone,opponent;creature;random,needs_hand;needs_board,mid_cost,board_control,,single_use_or_static,random,hand_disruption;creature_removal,,anti_aggro;anti_combo,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295100,腐敗無頼トリプルマウス,出た時,mid,deck;hand;mana;battle_zone,mana;battle_zone,opponent;random,needs_hand;needs_mana_zone;needs_board,mid_cost,mana_plus;graveyard_plus;board_plus,,single_use_or_static,topdeck_dependent;random,hand_disruption;creature_removal,,,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 1, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295200,無頼勇騎ウインドアックス,出た時,mid,deck;mana;battle_zone,mana;graveyard;battle_zone,self;opponent;creature,needs_mana_zone;needs_board,mid_cost,mana_plus;graveyard_plus;board_control,,single_use_or_static,topdeck_dependent,creature_removal,,anti_aggro;anti_combo,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 1, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 1, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295300,電脳聖者タージマル,使用時,early,,,opponent;creature;power_limited,,low_cost,,,single_use_or_static,deterministic_or_text_unknown,,,anti_aggro,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": -2, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 1, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295400,聖霊竜騎ボルシャリオ,出た時,mid,deck;hand;battle_zone,hand;battle_zone,self;opponent;spell,needs_board;needs_spell_cast,mid_cost,hand_plus;board_plus;search,,single_use_or_static,deterministic_or_text_unknown,spell_lock;creature_removal,,anti_aggro;anti_control,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": -2, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 1, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 1, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""stability"": 1, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295500,腐敗勇騎マルドゥクス,出た時,mid,battle_zone,graveyard;battle_zone,self;opponent;creature,needs_board,mid_cost;additional_resource_cost,board_control;attack_ready,timing_or_attack_restriction_break,single_use_or_static,opponent_dependent;optional,creature_removal,damage_push,anti_aggro;anti_combo,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 2, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295600,腐敗妖精ダチュラ,出た時,defensive_reactive,deck;graveyard;mana;battle_zone,mana;graveyard;battle_zone,self;opponent;creature,needs_graveyard;needs_mana_zone;needs_board;needs_shield;needs_count_condition,mid_cost;additional_resource_cost,mana_plus;graveyard_plus;board_plus,,repeatable_candidate,topdeck_dependent,graveyard_or_stack_hate;creature_removal,,anti_aggro;graveyard_plan,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 1, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295700,翔天と天恵の声援,シールドトリガー,defensive_reactive,deck;mana,mana;graveyard,self;opponent;creature;power_limited,needs_mana_zone;needs_shield,low_cost,mana_plus;graveyard_plus;board_control,,single_use_or_static,topdeck_dependent,,,anti_aggro;anti_combo,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": -1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 1, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295800,魔光騎聖ブラッディ・シャドウ,使用時,early,,graveyard,self;creature;spell,needs_spell_cast;needs_free_cast_condition,low_cost;cost_bypass,board_control;cost_bypass;spell_cast,cost_bypass;condition_based_free_cast,single_use_or_static,deterministic_or_text_unknown,spell_lock,,anti_aggro;anti_combo,3,"{""action_window"": 1, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": -1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 1, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
295900,霊騎幻獣ウルコス,出た時,early,deck;mana;battle_zone,mana;battle_zone,self,needs_mana_zone;needs_board,low_cost,mana_plus;graveyard_plus;board_plus,,single_use_or_static,topdeck_dependent,creature_removal,,,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 1, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
296000,剛撃電磁サイバゴン,出た時,mid,deck;hand;battle_zone,hand;battle_zone,self;creature,needs_board,mid_cost,hand_plus;board_plus;search,,single_use_or_static,deterministic_or_text_unknown,creature_removal,,anti_control,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 1, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""stability"": 1, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
298000,激流アパッチ・リザード,出た時,late,battle_zone;extra_deck,battle_zone,self;creature;cost_limited,needs_mana;needs_board,high_cost,board_plus;external_zone_access;creature_deploy,zone_bypass,single_use_or_static,deterministic_or_text_unknown,creature_removal,payoff,,7,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 2}",2026-07-09T11:03:22,2026-07-09T11:03:22
298100,魂の大番長「四つ牙」,ターン開始時,mid,deck;mana,mana,self,needs_mana_zone,mid_cost,mana_plus;graveyard_plus,,single_use_or_static,topdeck_dependent,,,,6,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 1, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
298200,カチコミの哲,出た時,early,battle_zone,battle_zone,self;creature;all,needs_board,low_cost,board_plus,,single_use_or_static,deterministic_or_text_unknown,creature_removal,,,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
298300,桜花剣乱トモエ,攻撃時,attack_phase,,,self;creature;race_limited,needs_board;needs_attack,low_cost,attack_ready,timing_or_attack_restriction_break,on_attack,deterministic_or_text_unknown,creature_removal,damage_push,,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 2, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
298400,紅蓮の怒 鬼流院 刃,常在,late,mana;battle_zone;extra_deck,battle_zone,self;creature;cost_limited,needs_mana;needs_mana_zone;needs_board,high_cost,board_plus;external_zone_access;creature_deploy,zone_bypass,single_use_or_static,optional,creature_removal,payoff,,7,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 2}",2026-07-09T11:03:22,2026-07-09T11:03:22
299000,超次元キラーメガネ・ホール,常在,mid,hand;battle_zone;extra_deck,hand;battle_zone,self;opponent;creature;cost_limited;all,needs_hand;needs_board,mid_cost,hand_plus;board_plus;external_zone_access;creature_deploy,zone_bypass,single_use_or_static,opponent_dependent,hand_disruption;creature_removal,,anti_control,6,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 1, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""stability"": 1, ""summon_permission"": 0, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 2}",2026-07-09T11:03:22,2026-07-09T11:03:22
299100,アクア・ジェット＜BOOON・スカイ＞,出た時,mid,battle_zone,battle_zone,self;creature;all,needs_board,mid_cost,board_plus,,single_use_or_static,deterministic_or_text_unknown,creature_removal,,,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
299200,アクア・カスケード＜ZABUUUN・クルーザー＞,使用時,early,,,,,low_cost,,,single_use_or_static,deterministic_or_text_unknown,,,anti_aggro,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
299300,電脳聖者ディス・タージマル,使用時,early,,,opponent;power_limited,,low_cost,,,single_use_or_static,deterministic_or_text_unknown,,,anti_aggro,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": -2, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 1, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
299400,アクア・アタック＜BAGOOON・パンツァー＞,ターン開始時,late,hand,,self,needs_mana;needs_hand,high_cost,,,single_use_or_static,deterministic_or_text_unknown,hand_disruption,payoff,,7,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
300,鎮圧の使徒サリエス,使用時,early,,,opponent,,low_cost,,,single_use_or_static,deterministic_or_text_unknown,,,anti_aggro,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": -2, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 1, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
3000,汽車男,出た時,defensive_reactive,hand;battle_zone,battle_zone,opponent;random,needs_hand;needs_board;needs_shield,mid_cost,board_plus,,single_use_or_static,random,hand_disruption;creature_removal,,anti_aggro,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
300000,アクア・サーファー,出た時,defensive_reactive,hand;battle_zone,hand;battle_zone,opponent;creature,needs_board;needs_shield,mid_cost,board_plus,,single_use_or_static,optional,creature_removal,,anti_aggro,6,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
300100,デーモン・ハンド,シールドトリガー,defensive_reactive,,graveyard,opponent;creature,needs_shield,mid_cost,board_control,,single_use_or_static,deterministic_or_text_unknown,,,anti_aggro;anti_combo,6,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": -1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
300200,陰謀と計略の手,常在,mid,hand,hand,opponent;creature;evolution;random,needs_hand;needs_evolution_base,mid_cost,hand_plus;board_control,,single_use_or_static,random,hand_disruption,,anti_aggro;anti_combo;anti_control,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 1, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""stability"": 1, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
300300,熱湯グレンニャー,出た時,early,battle_zone,battle_zone,,needs_board,low_cost,board_plus,,single_use_or_static,deterministic_or_text_unknown,creature_removal,,,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
300400,湧水の光陣,シールドトリガー,defensive_reactive,graveyard;battle_zone,battle_zone,self;creature;cost_limited,needs_graveyard;needs_board;needs_shield,mid_cost,board_plus;cost_bypass;creature_deploy,cost_bypass,single_use_or_static,deterministic_or_text_unknown,graveyard_or_stack_hate;creature_removal,,anti_aggro;graveyard_plan,3,"{""action_window"": 1, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 1, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
300500,式神シシマイ,シールドトリガー,defensive_reactive,,,opponent;creature,needs_board;needs_shield,low_cost,,,single_use_or_static,opponent_dependent,creature_removal,,anti_aggro,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
